country,raw_text,processed_text,word_count,unique_words,lexical_diversity,sentiment_score
do,"1. Valients of Quisqueya,
Let us sing with strong feeling
And let us show to the world
Our invincible, glorious banner.

Hail, O people who, strong and intrepid,
Launched into war and went to death!
Under a warlike menace of death,
You broke your chains of slavery.

2. No country deserves to be free
If it is an indolent and servile slave,
If the call does not grow loud within it,
Tempered by a virile heroism.

But the brave and indomitable Quisqueya
Will always hold its head high,
For if it were a thousand times enslaved,
It would a thousand times regain liberty.

3. If it will be exposed to ruse and deceit
Unto contempt of a real imposer,
On to Las Carreras! Beler! …it were places
Where the traces of glory are found.

Where on the top of the heroic bastion,
The word of the libarated became flesh,
Where the genius of Sánchez and Duarte
Taught to be free or to die.

4. And if an unattended leader the splendor
Of these glorious events could ignore,
One has seen in Capotillo in the war
The flag of fire wave.

And the fire that lets the proud lion
Of Castilla become stupefied,
Removes him from the glorious beaches
Where the crossed banner waves.

5. Compatriots, let us proudly
Show our face, from today prouder than ever;
Quisqueya may be destroyed
But a slave again, never!

It is a sanctuary of love that every character
Of the fatherland feels alive!
And it is his coat of arms, the right;
And it is his device: be free or die.

6. Liberty that still rises cool-bloodedly
The victory in her triumphal car.
And the clarion of war re-echoes
Proclaiming his immortal glory.

Liberty! That the echo’s touch
While they’re full of noble tension
Our fields of glory repeat
Liberty! Liberty! Liberty!",1 valient quisqueya let we sing strong feeling let we show world invincible glorious banner hail people strong intrepid launch war go death warlike menace death break chain slavery 2 country deserve free indolent servile slave call grow loud within temper virile heroism brave indomitable quisqueya always hold head high thousand time enslave would thousand time regain liberty 3 expose ruse deceit unto contempt real imposer las carreras beler place trace glory find top heroic bastion word libarate become flesh genius sánchez duarte teach free die 4 unattended leader splendor glorious event could ignore one see capotillo war flag fire wave fire let proud lion castilla become stupefy remove glorious beach crossed banner wave 5 compatriot let we proudly show face today prouder ever quisqueya may destroy slave never sanctuary love every character fatherland feel alive coat arm right device free die 6 liberty still rise coolbloodedly victory triumphal car clarion war reecho proclaim immortal glory liberty echos touch full noble tension field glory repeat liberty liberty liberty,168,137,0.8154761904761905,0.07142857142857142
kh,"1. Heaven protects our King
And gives him happiness and glory
To reign over our souls and our destinies,
The one being, heir of the Sovereign builders,
Guiding the proud old Kingdom.

2. Temples are asleep in the forest,
Remembering the splendour of Moha Nokor.
Like a rock the Khmer race is eternal.
Let us trust in the fate of Cambodia,
The empire which challenges the ages.

3. Songs rise up from the pagodas
To the glory of holy Buddhist faith.
Let us be faithful to our ancestors’ belief.
Thus heaven will lavish its bounty
Towards the ancient Khmer country, the Moha Nokor.",1 heaven protect king give happiness glory reign soul destiny one heir sovereign builder guide proud old kingdom 2 temple asleep forest remember splendour moha nokor like rock khmer race eternal let we trust fate cambodia empire challenge age 3 song rise pagoda glory holy buddhist faith let we faithful ancestor belief thus heaven lavish bounty towards ancient khmer country moha nokor,62,55,0.8870967741935484,0.08064516129032258
br,"1. The Ypiranga’s placid banks heard
The resounding shouting of a heroic people.
And the sun of freedom, in bright rays,
Shone at this moment in the homeland’s skies.
As the promise of this equality
Was secured by our strong arms,
In your bosom, O Freedom,
We are ready to die.

O beloved, idolized homeland, hail, hail!
Brazil, a vivid dream, a lively ray
Of love and hope settles on the earth,
As in your beautiful sky, smiling and limpid,
The image of the Southern Cross shines resplendent.
A giant by nature, you are beautiful,
Strong, an intrepid colossus,
And your future mirrors this grandeur.

CHORUS:
O land we adore, among a thousand others
You are the beloved one.
You are the gentle mother of the sons of this land,
Beloved homeland, Brazil!

2. Eternally laid in a splendid cradle,
To the sound of the sea and the light from the depths of the sky,
Brazil, you gleam, fleuron of the Americas,
Illuminated by the sun of the New World.
Your smiling, lovely fields have more flowers
Than the most attractive land elsewhere,
Our forests have more life,
Our life in your bosom more love.

O beloved, idolized homeland, hail, hail!
Brazil, may you have as eternal symbol
The starry banner you display,
And may the green laurel of this pennant speak
Of peace in the future and glory in the past.
But if you raise a strong cudgel in the name of justice,
You will see that a son of yours does not run from a fight,
Nor does one who adores you fear death.

Chorus",1 ypirangas placid bank hear resounding shouting heroic people sun freedom bright ray shine moment homeland sky promise equality secure strong arm bosom freedom ready die beloved idolize homeland hail hail brazil vivid dream lively ray love hope settle earth beautiful sky smile limpid image southern cross shine resplendent giant nature beautiful strong intrepid colossus future mirror grandeur chorus land adore among thousand other beloved one gentle mother son land beloved homeland brazil 2 eternally lay splendid cradle sound sea light depth sky brazil gleam fleuron america illuminate sun new world smile lovely field flower attractive land elsewhere forest life life bosom love beloved idolize homeland hail hail brazil may eternal symbol starry banner display may green laurel pennant speak peace future glory past raise strong cudgel name justice see son run fight one adore fear death chorus,138,104,0.7536231884057971,0.11594202898550725
gg,"1. Sarnia; dear Homeland, Gem of the sea.
Island of beauty, my heart longs for thee.
Thy voice calls me ever, in waking, or sleep,
Till my soul cries with anguish, my eyes ache to weep.
In fancy I see thee, again as of yore,
Thy verdure clad hills and thy wave beaten shore.
Thy rock sheltered bays, ah; of all thou art best,
I’m returning to greet thee, dear island of rest.

CHORUS:
Sarnia Cherie. Gem of the sea.
Home of my childhood, my heart longs for thee.
Thy voice calls me ever, forget thee I’ll never,
Island of beauty. Sarnia Cherie.

2. I left thee in anger, I knew not thy worth.
Journeyed afar, to the ends of the earth.
Was told of far countries, the heav’n of the bold,
Where the soil gave up diamonds, silver and gold.
The sun always shone, and “race” took no part,
But thy cry always reached me, its pain wrenched my heart.
So I’m coming home, thou of all art the best.
Returning to greet thee, dear island of rest.

Chorus",1 sarnia dear homeland gem sea island beauty heart long thee thy voice call ever wake sleep till soul cry anguish eye ache weep fancy see thee yore thy verdure clothe hill thy wave beat shore thy rock shelter bay ah thou art good return greet thee dear island rest chorus sarnia cherie gem sea home childhood heart long thee thy voice call ever forget thee ill never island beauty sarnia cherie 2 leave thee anger know thy worth journey afar end earth tell far country heavn bold soil give diamond silver gold sun always shine race take part thy cry always reach pain wrench heart come home thou art good return greet thee dear island rest chorus,118,79,0.6694915254237288,-0.00847457627118644
dm,"1. Isle of beauty, isle of splendor,
Isle to all so sweet and fair,
All must surely gaze in wonder
At thy gifts so rich and rare.
Rivers, valleys, hills and mountains,
All these gifts we do extol.
Healthy land, so like all fountains,
Giving cheer that warms the soul.

2. Dominica, God hath blest thee
With a clime benign and bright,
Pastures green and flowers of beauty
Filling all with pure delight,
And a people strong and healthy,
Full of godly, rev’rent fear.
May we ever seek to praise Thee
For these gifts so rich and rare.

3. Come ye forward, sons and daughters
Of this gem beyond compare.
Strive for honour, sons and daughters,
Do the right, be firm, be fair.
Toil with hearts and hands and voices.
We must prosper! Sound the call,
In which ev’ryone rejoices,
“All for Each and Each for All.”",1 isle beauty isle splendor isle sweet fair must surely gaze wonder thy gift rich rare river valley hill mountain gift extol healthy land like fountain give cheer warm soul 2 dominica god hath blest thee clime benign bright pasture green flower beauty fill pure delight people strong healthy full godly revrent fear may ever seek praise thee gift rich rare 3 come ye forward son daughter gem beyond compare strive honour son daughter right firm fair toil heart hand voice must prosper sound call evryone rejoice,87,74,0.8505747126436781,0.10344827586206896
fr,"1. Arise children of the fatherland
The day of glory has arrived
Against us tyranny’s
Bloody standard is raised
The bloody standard is raised
Listen to the sound in the fields
The howling of these fearsome soldiers
They are coming into our midst
To cut the throats of your sons and consorts

CHORUS:
To arms citizens
Form you battalions
March, march
Let impure blood
Water our furrows

2. What do they want this horde of slaves
Of traitors and conspiratorial kings?
For whom these vile chains
These long-prepared irons?
These long-prepared irons?
Frenchmen, for us, ah! What outrage
What methods must be taken?
It is we they dare plan
To return to the old slavery!

Chorus

3. What! These foreign cohorts!
They would make laws in our courts!
What! These mercenary phalanxes
Would cut down our warrior sons
Cut down our warrior sons
Good Lord! By chained hands
Our brow would yield under the yoke
The vile despots would have themselves be
The masters of destiny

Chorus

4. Tremble, tyrants and traitors
The shame of all good men
Tremble! Your parricidal schemes
Will receive their just reward
Will receive their just reward
Against you we are all soldiers
If they fall, our young heros
France will bear new ones
Ready to join the fight against you

Chorus

5. Frenchmen, as magnanimous warriors
Bear or hold back your blows
Spare these sad victims
Who with regret are taking up arms against us
With regret are taking up arms against us
But not these bloody despots
These accomplices of Bouillé
All these tigers who pitilessly
Are ripping open their mothers’ breasts

Chorus

6. Sacred Love for the Fatherland
Lead and support our avenging arms
Liberty, cherished liberty
Join the struggle with your defenders
Join the struggle with your defenders
Under our flags, let victory
Hasten to you virile force
So that in death your enemies
See your triumph and our glory!

Chorus

7. We shall enter into the pit
When our elders will no longer be there
There we shall find their ashes
And the mark of their virtues
And the mark of their virtues
We are much less jealous of surviving them
Than of sharing their coffins
We shall have the sublime pride
Of avenging or joining them

Chorus",1 arise child fatherland day glory arrive us tyrannys bloody standard raise bloody standard raise listen sound field howling fearsome soldier come midst cut throat son consort chorus arm citizen form battalion march march let impure blood water furrow 2 want horde slave traitor conspiratorial king vile chain longprepare iron longprepare iron frenchman we ah outrage method must take dare plan return old slavery chorus 3 foreign cohort would make law court mercenary phalanx would cut warrior son cut warrior son good lord chain hand brow would yield yoke vile despot would master destiny chorus 4 tremble tyrant traitor shame good man tremble parricidal scheme receive reward receive reward soldier fall young heros france bear new one ready join fight chorus 5 frenchman magnanimous warrior bear hold back blow spare sad victim regret take arm we regret take arm we bloody despot accomplice bouillé tiger pitilessly rip open mother breast chorus 6 sacred love fatherland lead support avenge arm liberty cherish liberty join struggle defender join struggle defender flag let victory hasten virile force death enemy see triumph glory chorus 7 shall enter pit elder long shall find ashe mark virtue mark virtue much less jealous survive share coffin shall sublime pride avenge join chorus,205,150,0.7317073170731707,0.00975609756097561
kp,"1. Let morning shine on the silver and gold of this land,
Three thousand leagues packed with natural wealth.
My beautiful fatherland.
The glory of a wise people
Brought up in a culture brilliant
With a history five millennia long.
Let us devote our bodies and minds
To supporting this Korea for ever.

2. The firm will, bonded with truth,
Nest for the spirit of labour,
Embracing the atmosphere of Mount Paektu,
Will go forth to all the world.
The country established by the will of the people,
Breasting the raging waves with soaring strength.
Let us glorify for ever this Korea,
Limitlessly rich and strong.",1 let morning shine silver gold land three thousand league pack natural wealth beautiful fatherland glory wise people bring culture brilliant history five millennium long let we devote body mind support korea ever 2 firm bond truth nest spirit labour embrace atmosphere mount paektu go forth world country establish people breast rage wave soar strength let we glorify ever korea limitlessly rich strong,63,57,0.9047619047619048,0.09523809523809523
er,"PRELUDE:
Eritrea, Eritrea, Eritrea,
Her enemy decimated,
and her sacrifices vindicated by liberation.

1. Steadfast in her goal,
symbolizing endurance,
Eritrea, the pride of her oppressed people,
proved that the truth prevails.

CHORUS:
Eritrea, Eritrea,
holds her rightful place in the world.

2. Dedication that led to liberation,
Will build up and make her green,
We shall honor her with progress,
We have a word to her to embellish.

Chorus",prelude eritrea eritrea eritrea enemy decimate sacrifice vindicate liberation 1 steadfast goal symbolize endurance eritrea pride oppress people prove truth prevail chorus eritrea eritrea hold rightful place world 2 dedication lead liberation build make green shall honor progress word embellish chorus,41,34,0.8292682926829268,0.0
gu,"1. Stand ye Guamanians for your country
And sing her praise from shore to shore.
For her honor, for her glory
Exalt our island forever more.
For her honor, for her glory
Exalt our island forever more.

2. May everlasting peace reign o’er us,
May heaven’s blessing to us come.
Against all perils, do not forsake us,
God protect our Isle of Guam.
Against all perils, do not forsake us,
God protect our Isle of Guam.",1 stand ye guamanian country sing praise shore shore honor glory exalt island forever honor glory exalt island forever 2 may everlaste peace reign oer we may heavens blessing we come peril forsake we god protect isle guam peril forsake we god protect isle guam,45,29,0.6444444444444445,0.17777777777777778
ba,,,0,0,0.0,0.0
bf,"1. Against the humiliating bondage of a thousand years
Rapacity came from afar to subjugate them for a hundred years.
Against the cynical malice in the shape
Of neo-colonialism and its petty local servants.
Many gave in and certain others resisted.
But the frustrations, the successes, the sweat, the blood
Have fortified our courageous people and fertilized its heroic struggle.

CHORUS:
And one single night has drawn together
The history of an entire people,
And one single night has launched its triumphal march.
Towards the horizon of good fortune.
One single night has brought together our people
With all the peoples of the World,
In the acquisition of liberty and progress.
Motherland or death, we shall conquer.

2. Nourished in the lively source of the Revolution,
The volunteers for liberty and peace
With their nocturnal and beneficial energies of the 4 of August
Had not only hand arms, but also and above all
The flame in their hearts lawfully to free
Faso forever from the fetters of those who
Here and there were polluting the sacred soul of independence and sovereignty.

Chorus

3. And seated henceforth in rediscovered dignity,
Love and honour partnered with humanity,
The people of Burkina sing a victory hymn
To the glory of the work of liberation and emancipation.
Down with exploitation of man by man!
Forward for the good of every man
By all men of today and tomorrow, by every man here and always!

Chorus

4. Popular revolution our nourishing sap.
Undying motherhood of progress in the face of man.
Eternal hearth of agreed democracy,
Where at last national identity has the right of freedom.
Where injustice has lost its place forever,
And where from the hands of builders of a glorious world
Everywhere the harvests of patriotic vows ripen and suns of boundless joy shine.

Chorus",1 humiliating bondage thousand year rapacity come afar subjugate hundred year cynical malice shape neocolonialism petty local servant many give certain other resist frustration success sweat blood fortify courageous people fertilize heroic struggle chorus one single night draw together history entire people one single night launch triumphal march towards horizon good fortune one single night bring together people people world acquisition liberty progress motherland death shall conquer 2 nourish lively source revolution volunteer liberty peace nocturnal beneficial energy 4 august hand arm also flame heart lawfully free faso forever fetter pollute sacred soul independence sovereignty chorus 3 seat henceforth rediscovered dignity love honour partner humanity people burkina sing victory hymn glory work liberation emancipation exploitation man man forward good every man man today tomorrow every man always chorus 4 popular revolution nourish sap undying motherhood progress face man eternal hearth agree democracy last national identity right freedom injustice lose place forever hand builder glorious world everywhere harvest patriotic vow ripen sun boundless joy shine chorus,165,135,0.8181818181818182,0.03636363636363636
bm,"1. Hail to Bermuda
My island in the sun
Sing out in glory
To the nation we’ve become
We’ve grown from heart to heart
And strength to strength
This privilege is mine
To sing long live Bermuda
Because this island’s mine

2. Hail to Bermuda
My homeland dear to me
This is my own land
Built on strength and unity
We’ve grown from heart to heart
And strength to strength
For loyalty is prime
And sing long live Bermuda
Because this island’s mine!",1 hail bermuda island sun sing glory nation become grow heart heart strength strength privilege mine sing long live bermuda island mine 2 hail bermuda homeland dear land build strength unity grow heart heart strength strength loyalty prime sing long live bermuda island mine,44,24,0.5454545454545454,0.022727272727272728
in,"Thou art the ruler of the minds of all people,
Dispenser of India’s destiny.
Thy name rouses the hearts of Punjab, Sind,
Gujarat and Maratha,
Of the Dravida and Orissa and Bengal;
It echoes in the hills of the Vindhyas and Himalayas,
mingles in the music of Jamuna and Ganges and is
chanted by the waves of the Indian Sea.
They pray for thy blessings and sing thy praise.
The saving of all people waits in thy hand,
Thou dispenser of India’s destiny.
Victory, victory, victory to thee.",thou art ruler mind people dispenser indias destiny thy name rous heart punjab sind gujarat maratha dravida orissa bengal echo hill vindhyas himalayas mingle music jamuna gange chant wave indian sea pray thy blessing sing thy praise saving people wait thy hand thou dispenser indias destiny victory victory victory thee,50,40,0.8,0.08
jm,"1. Eternal Father bless our land,
Guard us with Thy Mighty Hand,
Keep us free from evil powers,
Be our light through countless hours.
To our Leaders, Great Defender,
Grant true wisdom from above.

CHORUS:
Justice, Truth be ours forever,
Jamaica, Land we love.
Jamaica, Jamaica, Jamaica land we love.

2. Teach us true respect for all,
Stir response to duty’s call, strengthen us the weak to cherish,
Give us vision lest we perish.
Knowledge send us Heavenly Father,
Grant true wisdom from above.

Chorus",1 eternal father bless land guard we thy mighty hand keep we free evil power light countless hour leader great defender grant true wisdom chorus justice truth forever jamaica land love jamaica jamaica jamaica land love 2 teach we true respect stir response dutys call strengthen we weak cherish give we vision lest perish knowledge send we heavenly father grant true wisdom chorus,63,46,0.7301587301587301,0.15873015873015872
gt,"1. Fortunate Guatemala! May your altars
Never be profaned by cruel men.
May there never be slaves who submit to their yoke,
Or tyrants who deride you.
If tomorrow your sacred soil
Should be threatened by foreign invasion,
Your fair flag, flying freely in the wind,
Will call to you: Conquer or die.

CHORUS:
Your fair flag, flying freely in the wind,
Will call to you: Conquer or die;
For your people, with heart and soul,
Would prefer death to slavery.

2. From your old and hard chains
You forged, with an ire-driven hand,
The plow that fertilizes the soil
And the sword that saves honor.

Our fathers fought one day,
Lit up in patriotic burning
And they were able, without bloody clash,
To place you on a throne of love.

CHORUS:
And they were able, without bloody clash,
To place you on a throne of love,
That our Nation, in energetic assent,
Gave life to the ideal redeemer.

3. Your emblem shows a piece of the sky
In which a cloud gets its whiteness
Wretched is he who dares in madness
stain your colors

Well, your brave and proud sons
who admire the peace within
will never avoid the rough battles
if they are to defend their land and their home.

CHORUS:
They will never avoid the rough battles
if they are to defend their land and their home
that honor is the idea that reigns their souls
and the altar of the mother country their altar

4. Lying in the magnificent Andes
with two oceans at hearing distance
under the wing of seeds and gold
you become entranced from the beautiful quetzal

Native bird that lives in your seal
protector that protects your soil
hopefully he will fly high
more than the condor and the royal eagle!

CHORUS:
Hopefully he will fly high
more than the condor and the royal eagle
and in his wings, raise up to the sky:
Guatemala, your immortal name!",1 fortunate guatemala may altar never profane cruel man may never slave submit yoke tyrant deride tomorrow sacred soil threaten foreign invasion fair flag fly freely wind call conquer die chorus fair flag fly freely wind call conquer die people heart soul would prefer death slavery 2 old hard chain forge iredriven hand plow fertilize soil sword save honor father fight one day light patriotic burning able without bloody clash place throne love chorus able without bloody clash place throne love nation energetic assent give life ideal redeemer 3 emblem show piece sky cloud get whiteness wretched dare madness stain color well brave proud son admire peace within never avoid rough battle defend land home chorus never avoid rough battle defend land home honor idea reign soul altar mother country altar 4 lie magnificent ande two ocean hear distance wing seed gold become entrance beautiful quetzal native bird live seal protector protect soil hopefully fly high condor royal eagle chorus hopefully fly high condor royal eagle wing raise sky guatemala immortal name,172,128,0.7441860465116279,0.029069767441860465
bn,"God bless His Majesty
With a long life
Justly and nobly rule the Kingdom
And lead our people happily forever
Peacefully be, the Kingdom and Sultan
Lord, save Brunei, the abode of peace",god bless majesty long life justly nobly rule kingdom lead people happily forever peacefully kingdom sultan lord save brunei abode peace,21,20,0.9523809523809523,0.047619047619047616
fi,"1. Our land, our land, our fatherland,
Sound loud, O name of worth!
No mount that meets the heaven’s band.
No hidden vale, no wavewashed strand.
Is loved, as is our native North.
Our own forefathers’ earth.
No mount that meets the heaven’s band.
No hidden vale, no wavewashed strand.
Is loved, as is our native North.
Our own forefathers’ earth.

11. Thy blossom, in the bud laid low,
Yet ripened shall upspring.
See! From our love once more shall grow
Thy light, thy joy, thy hope, thy glow!
And clearer yet one day shall ring
The song our land shall sing.
See! From our love once more shall grow
Thy light, thy joy, thy hope, thy glow!
And clearer yet one day shall ring
The song our land shall sing",1 land land fatherland sound loud name worth mount meet heavens band hide vale wavewashed strand love native north forefather earth mount meet heavens band hide vale wavewashed strand love native north forefather earth 11 thy blossom bud lay low yet ripen shall upspre see love shall grow thy light thy joy thy hope thy glow clear yet one day shall ring song land shall sing see love shall grow thy light thy joy thy hope thy glow clear yet one day shall ring song land shall sing,88,42,0.4772727272727273,0.11363636363636363
ag,"1. Fair Antigua and Barbuda!
We thy sons and daughters stand
Strong and firm in peace or danger
To safe-guard our Native Land
We commit ourselves to building
A true nation brave and free;
Ever striving, ever seeking,
Dwell in love and unity

2. Raise the standard! Raise it boldly!
Answer now to duty’s call
To the service of thy country,
Sparing nothing, giving all;
Gird your loins and join the battle
‘Gainst fear, hate and poverty,
Each endeavouring, all achieving,
Live in peace where man is free.

3. God of nations, let Thy blessings
Fall upon this land of ours;
Rain and sunshine ever sending,
Fill her fields with crops and flowers;
We her children do implore Thee,
Give us strength, faith, loyalty,
Never failing, all enduring
To defend her liberty.",1 fair antigua barbuda thy son daughter stand strong firm peace danger safeguard native land commit build true nation brave free ever strive ever seek dwell love unity 2 raise standard raise boldly answer dutys call service thy country spare nothing give gird loin join battle gainst fear hate poverty endeavour achieve live peace man free 3 god nation let thy blessing fall upon land rain sunshine ever send fill field crop flower child implore thee give we strength faith loyalty never fail enduring defend liberty,86,76,0.8837209302325582,0.05813953488372093
gb,"1. God save our gracious King,
Long live our noble King,
God save the King:
Send him victorious,
Happy and glorious,
Long to reign over us:
God save the King.

2. O Lord, our God, arise,
Scatter his enemies,
And make them fall.
Confound their politics,
Frustrate their knavish tricks,
On Thee our hopes we fix,
God save us all.

3. Thy choicest gifts in store,
On him be pleased to pour;
Long may he reign:
May he defend our laws,
And ever give us cause
With heart and voice to sing
God save the King",1 god save gracious king long live noble king god save king send victorious happy glorious long reign we god save king 2 lord god arise scatter enemy make fall confound politic frustrate knavish trick thee hope fix god save we 3 thy choice gift store pleased pour long may reign may defend law ever give we cause heart voice sing god save king,64,45,0.703125,0.015625
dj,"Arise with strength! For we have raised our flag,
The flag which has cost us dear
With extremes of thirst and pain.

Our flag, whose colours are the everlasting green of the earth,
The blue of the sky, and white, the colour of peace;
And in the centre the red star of blood.

Oh flag of ours, what a glorious sight!",arise strength raise flag flag cost we dear extreme thirst pain flag whose colour everlasting green earth blue sky white colour peace centre red star blood oh flag glorious sight,30,26,0.8666666666666667,-0.03333333333333333
kg,"1. High mountains, valleys and fields
Are our native, holy land.
Our fathers lived amidst the Ala-Toe,
Always saving their motherland.

CHORUS:
Come on, Kyrgyz people,
Come on to freedom!
Stand up and flourish!
Create your fortune!

2. We are open for freedom for ages.
Friendship and unity are in our hearts.
the land of Kyrgyzstan, our native state,
Shining in the rays of consent.

Chorus

3. Dreams of the people came true,
And the flag of liberty is over us.
The heritage of our fathers we will
Pass to our sons for the benefit of people.

Chorus",1 high mountain valley field native holy land father live amidst alatoe always save motherland chorus come kyrgyz people come freedom stand flourish create fortune 2 open freedom age friendship unity heart land kyrgyzstan native state shine ray consent chorus 3 dream people come true flag liberty we heritage father pass son benefit people chorus,55,45,0.8181818181818182,0.07272727272727272
fo,"1. My land, oh most beauteous, possession most dear,
Thou drawest me to thee, embracing me near;
becalmed in the summer, in winter snow covered,
magnificant islands, by God named beloved.
The name which men gave thee when they thee discovered,
Oh, God bless thee, Faroes my land.

2. Bright gleam, which in summer makes hill-tops so fair;
rough gale, which in winter drives men to despair;
oh life taking storm, oh conquest of soul,
all making sweet music uniting the whole.
Each hoping and trusting, inspiring us all,
To guard thee, O Faroes my land.

3. And therefore, I kneel down, to Thee God, in prayer,
may peaceful my lot be, and do thou me spare,
my soul cleansed; in glory; I ask Thee to bless,
when I raise my banner and venture the stress.
The sign of my task, be it lifted on high,
To guard thee, O Faroes my land.",1 land oh beauteous possession dear thou drawest thee embrace near becalm summer winter snow cover magnificant island god name beloved name man give thee thee discover oh god bless thee faroe land 2 bright gleam summer make hilltop fair rough gale winter drive man despair oh life take storm oh conquest soul make sweet music unite whole hope trust inspire we guard thee faroe land 3 therefore kneel thee god prayer may peaceful lot thou spare soul cleanse glory ask thee bless raise banner venture stress sign task lift high guard thee faroe land,95,69,0.7263157894736842,0.042105263157894736
es,,,0,0,0.0,0.0
kw,"Kuwait, Kuwait, Kuwait,
My country,
In peace live, in dignity,
Your face bright,
Your face bright,
Your face bright with majesty,
Kuwait, Kuwait, Kuwait,
My country.",kuwait kuwait kuwait country peace live dignity face bright face bright face bright majesty kuwait kuwait kuwait country,18,8,0.4444444444444444,0.2222222222222222
gy,"1. Dear land of Guyana, of rivers and plains;
Made rich by the sunshine, and lush by the rains,
Set gem like and fair, between mountains and sea,
Your children salute you, dear land of the free.

2. Green land of Guyana, our heroes of yore,
Both bondsmen and free, laid their bones on your shore.
This soil so they hallowed, and from them are we,
All sons of one Mother, Guyana the free.

3. Great land of Guyana, diverse though our strains,
We are born of their sacrifice, heirs of their pains,
And ours is the glory their eyes did not see,
One land of six peoples, united and free.

4. Dear land of Guyana, to you will we give,
Our homage, our service, each day that we live;
God guard you, great Mother, and make us to be
More worthy our heritage, land of the free.",1 dear land guyana river plain make rich sunshine lush rain set gem like fair mountain sea child salute dear land free 2 green land guyana hero yore bondsman free lay bone shore soil hallow son one mother guyana free 3 great land guyana diverse though strain bear sacrifice heir pain glory eye see one land six people united free 4 dear land guyana give homage service day live god guard great mother make we worthy heritage land free,79,59,0.7468354430379747,0.11392405063291139
im,"1. O land of our birth,
O gem of God’s earth,
O Island so strong and so fair;
Built firm as Barrool,
Thy Throne of Home Rule
Makes us free as thy sweet mountain air.

2. When Orry, the Dane,
In Mannin did reign,
‘Twas said he had come from above;
For wisdom from Heav’n
To him had been giv’n
To rule us with justice and love.

3. Our fathers have told
How Saints came of old,
Proclaiming the Gospel of Peace;
That sinful desires,
Like false Baal fires,
Must die ere our troubles can cease.

4. Ye sons of the soil,
In hardship and toil,
That plough both the land and the sea,
Take heart while you can
And think of the Man
Who toiled by the Lake Galilee.

5. When fierce tempests smote
That frail little boat,
They ceased at His gentle command;
Despite all our fear,
The Saviour In near
To safeguard our dear Fatherland.

6. Let storm-winds rejoice,
And lift up their voice,
No danger our homes can befall;
Our green hills and rocks
Encircle our flocks,
And keep out the sea like a wall.

7. Our Island, thus blest,
No foe can molest;
Our grain and our fish stall increase;
From battle and sword
Protecteth the Lord,
And crowneth our nation with peace.

8. Then let us rejoice
With heart, soul, and voice,
And in the Lord’s promise confide;
That each single hour
We trust in His power
No evil our souls can betide.",1 land birth gem god earth island strong fair build firm barrool thy throne home rule make we free thy sweet mountain air 2 orry dane mannin reign twas say come wisdom heavn givn rule we justice love 3 father tell saint come old proclaim gospel peace sinful desire like false baal fire must die ere trouble cease 4 ye son soil hardship toil plough land sea take heart think man toil lake galilee 5 fierce tempest smite frail little boat cease gentle command despite fear saviour near safeguard dear fatherland 6 let stormwind rejoice lift voice danger home befall green hill rock encircle flock keep sea like wall 7 island thus bl foe molest grain fish stall increase battle sword protecteth lord crowneth nation peace 8 let we rejoice heart soul voice lord promise confide single hour trust power evil soul betide,143,124,0.8671328671328671,0.027972027972027972
ai,"1. God bless Anguilla
Nurture and keep her
Noble and beauteous
She stands midst the sea
Oh land of the happy
A haven we’ll make thee
Our lives and love
We give unto thee

CHORUS:
With heart and soul
We’ll build a nation
Proud, strong and free
We’ll love her hold her
Dear to our hearts for eternity
Let truth and right
our banner be
We’ll march ever on

2. Mighty we’ll make her
Long may she prosper
God grant her leaders
wisdom and grace
May glory and honour
Ever attend her
Firm shall she stand
Throughout every age

Chorus",1 god bless anguilla nurture keep noble beauteous stand midst sea oh land happy well make thee life love give unto thee chorus heart soul well build nation proud strong free well love hold dear heart eternity let truth right banner well march ever 2 mighty well make long may prosper god grant leader wisdom grace may glory honour ever attend firm shall stand throughout every age chorus,68,55,0.8088235294117647,0.16176470588235295
by,"1. We, the Belarusians, peaceful people,
Our heart is to our native land,
We maintain generous friendship and gain our powers
Within the industrious, free family.

CHORUS:
Glory to the bright name of our land,
Glory to the fraternal union of our peoples!
Our beloved mother-Motherland,
Long you live and flourish, Belarus!

2. Together with brothers, with fortitude, during centuries
We guarded our native thresholds,
In struggles for freedom, in struggles for fate,
We have been gaining our banner of victories.

Chorus

3. The friendship of peoples (which is) the power of peoples
Is our venerable, sunny path
You soar up proudly, into the bright heights,
The banner of victory, the banner of joy!

Chorus",1 belarusian peaceful people heart native land maintain generous friendship gain power within industrious free family chorus glory bright name land glory fraternal union people beloved mothermotherland long live flourish belarus 2 together brother fortitude century guard native threshold struggle freedom struggle fate gain banner victory chorus 3 friendship people power people venerable sunny path soar proudly bright height banner victory banner joy chorus,64,48,0.75,0.109375
ge,"My icon is my motherland,
And icon-stand is whole world.
Bright mounts and valleys
Are shared with God
Today our freedom
Sings to the glory of future,
The dawn star rises up
And shines out between two seas.
Praise be to the liberty,
Liberty be praised!",icon motherland iconstand whole world bright mount valley share god today freedom sing glory future dawn star rise shine two sea praise liberty liberty praise,25,23,0.92,0.28
